customer_id,name,age,city,preferred_language,relationship_tenure_months,avg_monthly_balance,risk_profile,lifecycle_stage,primary_channel,credit_card_holder,loan_holder,recent_issues
C05765,Customer05765,41,Visakhapatnam,en,41,19597.75,medium,active,app,False,personal,none
C05766,Customer05766,21,Pune,hi,20,48457.87,low,active,sms,False,none,none
C05767,Customer05767,24,Pune,en,13,27817.0,low,winback,sms,True,home,none
C05768,Customer05768,32,Bengaluru,hi,9,62472.95,high,active,app,False,none,none
C05769,Customer05769,32,Hyderabad,en,80,60694.38,low,active,app,True,none,none
C05770,Customer05770,38,Bengaluru,en,35,29970.08,low,active,app,True,personal,none
C05771,Customer05771,29,Visakhapatnam,hi,1,215193.77,low,active,sms,False,none,none
C05772,Customer05772,18,Kolkata,mr,35,133392.09,low,dormant,app,True,none,none
C05773,Customer05773,54,Visakhapatnam,en,2,2238.57,low,dormant,app,True,none,txn_decline
C05774,Customer05774,38,Chennai,en,37,13880.35,low,active,sms,True,auto,none
C05775,Customer05775,50,Hyderabad,en,27,164105.94,low,active,email,False,none,none
C05776,Customer05776,25,Visakhapatnam,en,9,34334.73,medium,active,app,False,none,none
C05777,Customer05777,29,Hyderabad,bn,1,80218.2,high,onboarding,app,False,personal,none
C05778,Customer05778,44,Chennai,hi,22,58036.42,medium,active,app,False,none,none
C05779,Customer05779,44,Chennai,hi,16,115650.01,low,dormant,sms,True,none,none
C05780,Customer05780,46,Chennai,te,6,83283.93,medium,active,sms,False,none,none
C05781,Customer05781,26,Chennai,en,14,9277.75,high,active,app,False,none,none
C05782,Customer05782,34,Visakhapatnam,ta,11,98057.21,low,active,sms,True,home,none
C05783,Customer05783,38,Kolkata,te,18,118513.79,high,active,sms,False,none,none
C05784,Customer05784,37,Mumbai,en,27,118485.41,medium,active,app,True,none,none
C05785,Customer05785,36,Chennai,bn,80,104046.15,high,active,email,False,home,none
C05786,Customer05786,38,Visakhapatnam,en,28,48371.89,medium,active,sms,True,none,none
C05787,Customer05787,53,Ahmedabad,en,1,185.92,low,active,email,False,none,none
C05788,Customer05788,40,Hyderabad,ta,24,33982.04,low,active,email,False,none,none
C05789,Customer05789,38,Delhi,en,56,86996.83,low,active,app,False,none,none
C05790,Customer05790,25,Delhi,hi,3,149535.88,medium,dormant,email,False,none,none
C05791,Customer05791,26,Bengaluru,bn,16,104208.85,low,onboarding,app,False,none,none
C05792,Customer05792,40,Kolkata,en,28,105354.92,medium,active,sms,False,auto,none
C05793,Customer05793,34,Ahmedabad,en,64,45009.16,low,winback,email,False,none,none
C05794,Customer05794,46,Hyderabad,en,22,78126.51,low,active,app,False,none,none
C05795,Customer05795,35,Chennai,en,85,9828.61,low,active,email,True,auto,none
C05796,Customer05796,46,Ahmedabad,en,2,28356.17,high,active,email,True,home,none
C05797,Customer05797,25,Mumbai,hi,1,30203.33,medium,active,app,False,none,none
C05798,Customer05798,36,Bengaluru,bn,43,36137.78,low,active,email,False,home,none
C05799,Customer05799,36,Visakhapatnam,en,1,28418.44,low,dormant,app,False,personal,none
C05800,Customer05800,47,Kolkata,hi,24,140161.87,medium,active,email,False,none,none
C05801,Customer05801,25,Kolkata,en,30,18032.41,medium,active,sms,True,none,none
C05802,Customer05802,34,Visakhapatnam,en,16,67039.27,medium,active,email,True,none,none
C05803,Customer05803,31,Visakhapatnam,ta,31,18993.95,low,dormant,sms,False,none,none
C05804,Customer05804,23,Bengaluru,en,8,61918.61,medium,active,sms,False,none,none
C05805,Customer05805,36,Hyderabad,en,23,111904.34,low,active,sms,True,none,none
C05806,Customer05806,31,Ahmedabad,en,12,37970.37,low,active,sms,True,auto,none
C05807,Customer05807,21,Delhi,en,45,92391.25,low,active,email,True,none,none
C05808,Customer05808,34,Ahmedabad,en,3,10610.0,low,active,app,False,auto,none
C05809,Customer05809,33,Hyderabad,en,7,43964.41,medium,active,email,False,none,app_crash
C05810,Customer05810,32,Hyderabad,hi,18,97929.64,medium,active,app,False,none,none
C05811,Customer05811,39,Chennai,en,17,56321.67,high,active,app,True,none,none
C05812,Customer05812,47,Hyderabad,en,18,19118.16,low,active,app,False,home,none
C05813,Customer05813,41,Mumbai,ta,44,41011.36,low,active,app,False,none,none
C05814,Customer05814,23,Kolkata,en,26,1569.35,low,active,sms,False,none,none
C05815,Customer05815,38,Delhi,hi,51,58643.13,low,dormant,sms,False,none,none
C05816,Customer05816,28,Hyderabad,te,56,52383.96,low,active,sms,True,none,none
C05817,Customer05817,35,Ahmedabad,bn,18,139937.51,high,active,app,False,none,none
C05818,Customer05818,39,Chennai,en,7,105006.1,low,active,app,False,none,none
C05819,Customer05819,44,Mumbai,ta,2,115271.3,medium,active,sms,True,none,none
C05820,Customer05820,33,Hyderabad,hi,12,68233.27,low,winback,app,False,SME,none
C05821,Customer05821,36,Kolkata,en,44,133519.49,low,active,app,True,none,none
C05822,Customer05822,41,Delhi,en,5,42973.76,medium,active,email,True,auto,app_crash
C05823,Customer05823,29,Hyderabad,en,100,95525.37,low,active,email,False,none,none
C05824,Customer05824,44,Visakhapatnam,en,16,50194.66,low,active,app,False,none,none
C05825,Customer05825,18,Ahmedabad,te,9,35189.52,medium,active,app,True,none,none
C05826,Customer05826,18,Chennai,hi,1,151913.19,medium,winback,email,True,personal,none
C05827,Customer05827,29,Delhi,en,48,8506.32,low,onboarding,app,False,home,none
C05828,Customer05828,52,Hyderabad,en,75,81921.73,low,dormant,sms,False,auto,txn_decline
C05829,Customer05829,28,Delhi,en,12,15496.51,low,active,app,False,none,none
C05830,Customer05830,47,Bengaluru,bn,19,45741.83,low,active,app,False,none,none
C05831,Customer05831,48,Hyderabad,hi,16,2245.98,low,active,sms,False,none,none
C05832,Customer05832,40,Bengaluru,hi,58,20863.38,low,active,app,False,none,none
C05833,Customer05833,40,Hyderabad,te,11,118509.86,low,dormant,sms,False,none,none
C05834,Customer05834,37,Kolkata,en,33,1948.26,medium,winback,email,False,none,none
C05835,Customer05835,25,Hyderabad,hi,64,9838.63,medium,dormant,app,False,none,none
C05836,Customer05836,42,Mumbai,en,3,115830.65,low,active,email,False,none,none
C05837,Customer05837,29,Mumbai,en,44,66262.06,low,dormant,sms,False,none,none
C05838,Customer05838,55,Chennai,en,66,26537.02,low,active,app,True,none,none
C05839,Customer05839,43,Mumbai,en,28,9620.77,low,dormant,email,False,none,none
C05840,Customer05840,38,Visakhapatnam,te,36,16793.38,low,dormant,app,False,none,none
C05841,Customer05841,42,Hyderabad,en,1,30704.74,medium,active,email,False,none,none
C05842,Customer05842,43,Mumbai,en,9,128039.8,medium,active,app,False,none,none
C05843,Customer05843,47,Bengaluru,en,65,92646.44,low,active,app,False,personal,none
C05844,Customer05844,52,Chennai,hi,22,11570.58,medium,active,sms,False,none,none
C05845,Customer05845,47,Pune,en,1,53829.27,high,dormant,app,True,home,none
C05846,Customer05846,41,Hyderabad,hi,4,56726.9,low,dormant,app,True,none,none
C05847,Customer05847,40,Delhi,en,15,92541.79,low,active,sms,True,none,none
C05848,Customer05848,35,Hyderabad,en,19,129619.64,low,active,email,True,none,none
C05849,Customer05849,42,Kolkata,en,15,2088.78,medium,active,email,False,none,none
C05850,Customer05850,34,Hyderabad,en,5,63126.53,medium,active,app,False,home,none
C05851,Customer05851,38,Hyderabad,en,23,117112.48,medium,active,app,False,none,none
C05852,Customer05852,44,Chennai,en,120,46411.48,high,dormant,app,False,none,none
C05853,Customer05853,38,Chennai,te,111,111730.95,low,active,email,False,auto,none
C05854,Customer05854,28,Chennai,en,12,90077.36,low,winback,sms,False,none,none
C05855,Customer05855,25,Hyderabad,hi,34,27508.45,low,active,app,False,none,none
C05856,Customer05856,33,Chennai,en,50,55400.02,low,active,email,True,none,none
C05857,Customer05857,32,Pune,en,18,87748.12,high,active,email,False,home,none
C05858,Customer05858,30,Bengaluru,en,22,582.31,medium,dormant,sms,False,none,none
C05859,Customer05859,35,Ahmedabad,en,17,92955.03,low,active,sms,False,none,none
C05860,Customer05860,48,Bengaluru,hi,28,44547.94,medium,active,app,False,none,none
C05861,Customer05861,33,Hyderabad,en,13,53363.35,low,active,email,True,none,none
C05862,Customer05862,59,Delhi,en,19,58778.36,low,dormant,app,True,none,none
C05863,Customer05863,39,Ahmedabad,te,1,8527.25,low,active,app,False,none,none
C05864,Customer05864,42,Mumbai,en,8,38118.51,low,active,sms,False,none,none
C05865,Customer05865,48,Mumbai,hi,34,38022.04,low,active,email,True,none,none
C05866,Customer05866,48,Mumbai,hi,1,50225.98,low,winback,email,False,none,none
C05867,Customer05867,35,Delhi,mr,42,105860.71,low,active,sms,False,none,none
C05868,Customer05868,28,Chennai,en,60,81276.64,medium,dormant,email,False,personal,none
C05869,Customer05869,29,Mumbai,en,40,1675.9,medium,active,app,False,none,none
C05870,Customer05870,35,Pune,en,16,31375.34,low,active,sms,False,none,app_crash
C05871,Customer05871,35,Ahmedabad,ta,19,65172.6,low,dormant,app,True,none,none
C05872,Customer05872,45,Kolkata,en,65,75686.44,low,active,app,True,none,none
C05873,Customer05873,44,Hyderabad,en,13,119868.55,low,winback,app,True,home,none
C05874,Customer05874,41,Chennai,en,118,12583.38,low,dormant,app,True,none,none
C05875,Customer05875,62,Delhi,te,28,45252.67,low,active,app,False,none,none
C05876,Customer05876,42,Hyderabad,en,6,153010.76,medium,active,email,False,none,none
C05877,Customer05877,39,Kolkata,en,6,69797.53,medium,dormant,email,True,none,none
C05878,Customer05878,43,Pune,te,52,36172.83,low,dormant,app,False,personal,none
C05879,Customer05879,33,Ahmedabad,en,1,44132.3,high,dormant,email,False,none,none
C05880,Customer05880,46,Ahmedabad,te,21,35335.61,low,active,email,False,none,none
C05881,Customer05881,51,Pune,en,1,101611.11,low,winback,sms,False,none,none
C05882,Customer05882,35,Visakhapatnam,en,4,2525.03,low,active,app,False,none,none
C05883,Customer05883,40,Hyderabad,en,40,12053.66,low,active,app,False,none,none
C05884,Customer05884,45,Kolkata,en,26,84251.27,low,active,email,False,none,none
C05885,Customer05885,28,Delhi,en,119,105969.72,low,winback,app,False,none,none
C05886,Customer05886,32,Hyderabad,en,8,14452.47,low,active,app,False,none,app_crash
C05887,Customer05887,43,Hyderabad,hi,17,122952.41,high,active,email,False,none,app_crash
C05888,Customer05888,36,Pune,hi,9,71787.32,medium,active,sms,False,home,none
C05889,Customer05889,37,Mumbai,en,70,54791.41,low,active,app,False,none,none
C05890,Customer05890,45,Delhi,en,9,50838.72,medium,active,email,False,none,none
C05891,Customer05891,36,Hyderabad,mr,23,159401.54,low,dormant,app,False,personal,none
C05892,Customer05892,43,Mumbai,hi,28,50292.87,high,dormant,email,False,none,none
C05893,Customer05893,41,Visakhapatnam,en,8,37179.37,low,active,app,True,none,none
C05894,Customer05894,29,Hyderabad,en,55,34411.01,low,active,sms,False,personal,none
C05895,Customer05895,28,Delhi,ta,60,2776.38,low,dormant,app,False,home,none
C05896,Customer05896,34,Delhi,hi,35,68894.61,high,onboarding,email,False,none,app_crash
C05897,Customer05897,39,Pune,mr,26,126918.7,low,active,email,False,none,none
C05898,Customer05898,57,Kolkata,hi,1,45829.64,low,dormant,sms,False,home,none
C05899,Customer05899,26,Mumbai,en,41,40964.99,low,winback,app,False,none,none
C05900,Customer05900,33,Visakhapatnam,hi,13,64018.05,low,active,app,False,SME,none
C05901,Customer05901,36,Delhi,en,37,143082.66,low,dormant,email,False,none,none
C05902,Customer05902,44,Hyderabad,en,1,54457.94,medium,active,sms,True,none,none
C05903,Customer05903,26,Hyderabad,te,41,150379.38,low,active,app,True,none,none
C05904,Customer05904,47,Hyderabad,te,27,37640.22,low,active,app,False,none,none
C05905,Customer05905,50,Hyderabad,hi,17,7002.51,high,active,email,False,none,none
C05906,Customer05906,43,Ahmedabad,mr,40,24039.17,low,active,app,False,home,none
C05907,Customer05907,52,Hyderabad,te,7,54026.03,low,active,app,False,auto,none
C05908,Customer05908,26,Delhi,bn,44,116553.65,medium,active,app,True,personal,none
C05909,Customer05909,29,Hyderabad,en,17,13405.84,low,active,sms,False,none,none
C05910,Customer05910,44,Delhi,hi,6,6748.03,medium,dormant,sms,False,personal,none
C05911,Customer05911,44,Delhi,ta,102,151289.42,low,active,email,False,SME,none
C05912,Customer05912,31,Visakhapatnam,hi,33,132785.0,high,active,sms,False,auto,app_crash
C05913,Customer05913,23,Hyderabad,en,19,62005.64,medium,dormant,sms,False,none,none
C05914,Customer05914,62,Visakhapatnam,en,19,15141.74,low,active,sms,True,none,none
C05915,Customer05915,38,Visakhapatnam,hi,44,83034.42,low,active,app,True,auto,app_crash
C05916,Customer05916,31,Hyderabad,ta,15,61478.56,low,active,email,False,none,none
C05917,Customer05917,30,Hyderabad,te,21,37328.41,low,dormant,app,False,home,none
C05918,Customer05918,56,Bengaluru,en,10,115216.27,low,active,sms,False,none,none
C05919,Customer05919,47,Kolkata,hi,3,44186.6,low,active,app,False,none,none
C05920,Customer05920,37,Visakhapatnam,en,1,44382.33,low,active,app,True,none,none
C05921,Customer05921,45,Ahmedabad,en,1,23726.76,low,active,app,True,none,none
C05922,Customer05922,46,Kolkata,en,37,42308.11,medium,active,app,True,SME,none
C05923,Customer05923,42,Hyderabad,en,9,36992.48,medium,active,email,False,none,none
C05924,Customer05924,37,Bengaluru,te,26,115102.51,high,active,app,False,none,none
C05925,Customer05925,27,Chennai,en,5,85006.01,low,active,app,False,none,none
C05926,Customer05926,46,Hyderabad,en,1,46125.33,low,dormant,app,False,home,app_crash
C05927,Customer05927,60,Visakhapatnam,en,27,28851.26,low,dormant,app,False,none,none
C05928,Customer05928,36,Delhi,en,21,11276.41,low,active,app,False,none,txn_decline
C05929,Customer05929,40,Visakhapatnam,en,4,175236.33,low,active,email,False,none,none
C05930,Customer05930,46,Delhi,hi,1,54429.95,medium,winback,app,False,none,txn_decline
C05931,Customer05931,31,Hyderabad,en,1,62412.95,low,active,email,False,none,none
C05932,Customer05932,35,Hyderabad,ta,38,17800.02,medium,active,app,False,none,duplicate_debit
C05933,Customer05933,46,Hyderabad,en,12,36122.13,low,active,sms,False,none,app_crash
C05934,Customer05934,38,Visakhapatnam,hi,38,45180.1,low,onboarding,sms,False,none,none
C05935,Customer05935,40,Pune,hi,9,66684.78,low,dormant,email,False,none,none
C05936,Customer05936,31,Delhi,en,32,87919.23,medium,active,sms,False,none,none
C05937,Customer05937,57,Bengaluru,en,29,1976.53,low,winback,app,False,auto,none
C05938,Customer05938,26,Ahmedabad,en,1,72818.11,low,dormant,email,False,personal,none
C05939,Customer05939,40,Mumbai,te,22,15423.53,medium,dormant,app,True,SME,app_crash
C05940,Customer05940,28,Pune,en,35,145758.78,low,active,email,False,none,none
C05941,Customer05941,42,Visakhapatnam,en,27,61842.11,medium,active,app,False,home,none
C05942,Customer05942,27,Kolkata,en,18,92365.65,medium,active,email,False,none,none
C05943,Customer05943,55,Hyderabad,en,138,83359.25,low,winback,email,False,none,none
C05944,Customer05944,39,Chennai,en,3,33117.77,high,active,email,False,none,none
C05945,Customer05945,22,Delhi,hi,14,113321.18,low,onboarding,app,False,none,none
C05946,Customer05946,42,Hyderabad,en,21,29749.95,low,active,email,False,none,none
C05947,Customer05947,39,Visakhapatnam,hi,3,88097.77,low,active,sms,True,none,none
C05948,Customer05948,30,Mumbai,en,8,149325.98,low,dormant,app,False,auto,txn_decline
C05949,Customer05949,40,Hyderabad,bn,1,35052.74,low,active,app,False,none,none
C05950,Customer05950,27,Ahmedabad,bn,4,16013.46,medium,active,sms,False,home,none
C05951,Customer05951,34,Pune,en,8,50308.59,medium,active,email,False,auto,none
C05952,Customer05952,36,Visakhapatnam,en,10,75801.32,medium,dormant,app,False,none,none
C05953,Customer05953,63,Mumbai,ta,39,17788.9,high,active,app,False,none,none
C05954,Customer05954,40,Visakhapatnam,hi,34,36076.24,low,winback,app,True,none,none
C05955,Customer05955,33,Delhi,te,1,64313.48,low,dormant,sms,False,none,none
C05956,Customer05956,48,Chennai,bn,21,66123.38,low,active,sms,False,none,none
C05957,Customer05957,37,Visakhapatnam,mr,28,49067.17,low,dormant,app,True,none,none
C05958,Customer05958,29,Delhi,en,1,82582.3,medium,active,email,False,none,app_crash
C05959,Customer05959,53,Delhi,en,29,55373.81,medium,active,sms,False,none,none
C05960,Customer05960,42,Delhi,te,2,123105.94,medium,active,app,False,none,none
C05961,Customer05961,48,Kolkata,en,45,250.46,low,active,app,False,none,none
C05962,Customer05962,26,Ahmedabad,en,73,98801.36,low,active,email,False,none,none
C05963,Customer05963,27,Kolkata,te,2,41462.86,low,active,app,False,none,none
C05964,Customer05964,29,Visakhapatnam,en,2,167962.06,low,active,email,True,auto,none
C05965,Customer05965,46,Pune,en,31,88624.04,medium,active,app,False,auto,none
C05966,Customer05966,44,Hyderabad,en,1,9688.25,medium,active,app,False,home,none
C05967,Customer05967,29,Visakhapatnam,en,43,46610.19,low,active,app,False,none,none
C05968,Customer05968,37,Pune,hi,71,82525.2,low,active,sms,False,none,none
C05969,Customer05969,33,Hyderabad,en,37,26614.27,medium,dormant,email,False,personal,none
C05970,Customer05970,21,Bengaluru,mr,2,64630.62,low,active,app,False,none,app_crash
C05971,Customer05971,24,Visakhapatnam,en,17,306.9,low,active,app,False,none,none
C05972,Customer05972,44,Mumbai,hi,50,39031.85,medium,dormant,app,False,none,none
C05973,Customer05973,53,Visakhapatnam,te,2,278.75,medium,active,sms,False,none,none
C05974,Customer05974,36,Bengaluru,bn,4,242956.83,high,active,sms,True,none,none
C05975,Customer05975,49,Kolkata,en,25,155690.11,low,dormant,sms,False,none,none
C05976,Customer05976,38,Mumbai,en,21,23760.34,low,dormant,app,True,none,none
C05977,Customer05977,31,Visakhapatnam,ta,7,12860.99,low,active,app,True,home,none
C05978,Customer05978,45,Pune,en,44,142694.28,medium,active,email,False,none,none
C05979,Customer05979,43,Pune,en,32,34595.97,medium,active,email,False,none,none
C05980,Customer05980,29,Hyderabad,hi,7,37259.07,low,active,sms,False,auto,none
C05981,Customer05981,37,Delhi,en,9,61581.33,low,active,sms,True,auto,none
C05982,Customer05982,43,Mumbai,bn,7,18542.67,medium,active,email,False,none,none
C05983,Customer05983,29,Hyderabad,te,13,55346.07,medium,active,sms,False,none,none
C05984,Customer05984,39,Mumbai,en,40,107645.49,low,active,email,True,none,none
C05985,Customer05985,43,Bengaluru,bn,2,82189.26,medium,dormant,email,False,none,none
C05986,Customer05986,35,Hyderabad,en,3,63511.54,low,active,app,False,none,none
C05987,Customer05987,48,Hyderabad,te,109,58759.75,low,active,app,False,none,none
C05988,Customer05988,53,Bengaluru,hi,33,140131.65,low,active,app,True,none,none
C05989,Customer05989,31,Bengaluru,en,34,20171.96,medium,active,email,False,none,app_crash
C05990,Customer05990,29,Ahmedabad,en,9,27397.97,low,dormant,sms,False,none,app_crash
C05991,Customer05991,41,Ahmedabad,en,28,44169.97,low,dormant,app,False,none,none
C05992,Customer05992,42,Kolkata,te,56,51963.95,medium,dormant,email,False,auto,duplicate_debit
C05993,Customer05993,47,Visakhapatnam,en,12,51620.63,medium,active,app,False,home,none
C05994,Customer05994,30,Bengaluru,en,26,5286.96,low,active,email,False,none,none
C05995,Customer05995,59,Delhi,hi,27,50864.99,low,active,app,False,none,none
C05996,Customer05996,24,Delhi,en,24,58706.23,medium,dormant,app,False,none,txn_decline
C05997,Customer05997,59,Kolkata,ta,8,129041.08,low,active,app,True,personal,none
C05998,Customer05998,48,Ahmedabad,ta,150,77104.53,low,active,app,False,none,duplicate_debit
C05999,Customer05999,40,Kolkata,hi,5,122545.18,high,active,sms,False,none,none
C06000,Customer06000,42,Hyderabad,hi,5,60667.07,medium,active,email,True,none,none
C06001,Customer06001,31,Mumbai,mr,32,22883.83,medium,dormant,sms,False,none,none
C06002,Customer06002,31,Mumbai,te,49,41621.38,low,active,app,True,none,app_crash
C06003,Customer06003,18,Ahmedabad,en,10,89355.15,medium,dormant,app,True,SME,none
C06004,Customer06004,34,Hyderabad,en,9,58011.03,high,active,app,False,none,none
C06005,Customer06005,53,Hyderabad,mr,26,65889.45,high,active,sms,False,auto,none
C06006,Customer06006,40,Bengaluru,bn,44,61439.14,medium,active,email,False,personal,none
C06007,Customer06007,58,Visakhapatnam,en,5,99293.85,low,active,app,False,none,none
C06008,Customer06008,45,Pune,en,61,127141.55,low,active,email,True,none,none
C06009,Customer06009,43,Visakhapatnam,bn,2,8924.86,low,active,email,True,none,none
C06010,Customer06010,54,Hyderabad,te,11,175717.31,low,active,email,False,home,none
C06011,Customer06011,22,Mumbai,en,32,56431.19,low,dormant,app,False,auto,none
C06012,Customer06012,41,Hyderabad,hi,3,69582.7,low,active,app,True,none,none
C06013,Customer06013,42,Delhi,hi,18,94097.89,low,active,app,False,SME,none
C06014,Customer06014,33,Kolkata,en,18,65584.26,medium,active,app,True,none,app_crash
C06015,Customer06015,42,Hyderabad,en,65,90042.99,medium,active,app,False,SME,none
C06016,Customer06016,45,Delhi,bn,9,33257.8,low,active,app,True,personal,duplicate_debit
C06017,Customer06017,47,Delhi,hi,1,103917.67,low,winback,email,False,none,none
C06018,Customer06018,52,Hyderabad,te,5,62759.3,low,active,app,False,none,none
C06019,Customer06019,62,Hyderabad,en,4,29556.75,low,dormant,app,False,none,none
C06020,Customer06020,30,Delhi,mr,5,109703.16,medium,active,email,True,auto,none
C06021,Customer06021,18,Chennai,en,60,131206.1,medium,active,sms,True,none,none
C06022,Customer06022,37,Pune,en,10,112675.14,medium,active,app,False,SME,none
C06023,Customer06023,26,Delhi,bn,18,3062.81,low,active,app,False,none,none
C06024,Customer06024,31,Bengaluru,en,5,108707.59,medium,active,sms,True,none,none
C06025,Customer06025,30,Pune,en,28,47387.26,low,winback,email,True,auto,none
C06026,Customer06026,30,Ahmedabad,hi,8,263387.48,high,active,email,False,none,none
C06027,Customer06027,34,Hyderabad,en,51,106792.91,low,onboarding,app,False,none,app_crash
C06028,Customer06028,32,Visakhapatnam,en,42,67966.76,medium,active,sms,False,home,none
C06029,Customer06029,41,Visakhapatnam,en,26,5919.47,low,dormant,email,True,none,none
C06030,Customer06030,46,Hyderabad,en,25,107556.05,low,active,app,False,none,none
C06031,Customer06031,42,Mumbai,en,7,138859.54,high,active,email,False,personal,none
C06032,Customer06032,51,Chennai,ta,13,1830.85,low,active,email,False,none,none
C06033,Customer06033,40,Bengaluru,ta,19,55684.31,medium,active,app,False,none,none
C06034,Customer06034,18,Delhi,mr,7,54486.61,low,active,email,True,none,none
C06035,Customer06035,24,Ahmedabad,te,2,36044.05,high,dormant,sms,False,none,none
C06036,Customer06036,43,Pune,hi,66,68677.5,high,active,sms,True,none,none
C06037,Customer06037,32,Mumbai,bn,32,58544.29,low,active,app,True,personal,none
C06038,Customer06038,41,Visakhapatnam,en,36,5726.1,medium,active,sms,True,personal,none
C06039,Customer06039,46,Visakhapatnam,en,7,115155.1,high,active,app,False,none,none
C06040,Customer06040,35,Mumbai,en,3,86769.26,medium,active,email,False,home,none
C06041,Customer06041,32,Delhi,en,51,93900.34,medium,active,app,False,none,none
C06042,Customer06042,48,Kolkata,en,10,124683.87,low,active,sms,False,SME,none
C06043,Customer06043,33,Delhi,en,22,16001.0,low,dormant,email,False,none,none
C06044,Customer06044,23,Visakhapatnam,en,3,44988.46,low,active,app,False,none,none
C06045,Customer06045,36,Kolkata,ta,20,41082.78,medium,active,app,True,none,none
C06046,Customer06046,39,Chennai,mr,45,5542.6,low,dormant,app,False,none,none
C06047,Customer06047,26,Ahmedabad,ta,4,29339.25,medium,dormant,app,False,none,none
C06048,Customer06048,39,Ahmedabad,hi,1,115537.44,low,active,email,False,none,none
C06049,Customer06049,51,Hyderabad,hi,31,41067.03,medium,dormant,app,False,none,none
C06050,Customer06050,49,Pune,te,3,47860.24,low,active,email,True,none,none
C06051,Customer06051,46,Hyderabad,en,18,84444.88,medium,active,email,False,personal,none
C06052,Customer06052,44,Kolkata,en,10,162971.94,low,winback,email,False,none,none
C06053,Customer06053,22,Pune,mr,13,77120.32,low,dormant,email,False,personal,none
C06054,Customer06054,31,Ahmedabad,en,9,27718.27,low,active,sms,True,none,none
C06055,Customer06055,34,Kolkata,en,33,111953.7,low,active,email,False,none,none
C06056,Customer06056,35,Mumbai,en,2,24382.61,high,active,email,False,none,none
C06057,Customer06057,41,Hyderabad,en,22,9791.7,low,onboarding,sms,False,none,app_crash
C06058,Customer06058,36,Kolkata,en,47,38839.95,low,active,email,True,none,none
C06059,Customer06059,33,Visakhapatnam,hi,93,59340.52,low,active,sms,True,none,none
C06060,Customer06060,31,Bengaluru,te,13,191051.12,medium,onboarding,email,False,none,app_crash
C06061,Customer06061,29,Hyderabad,en,63,59052.06,low,active,app,True,SME,none
C06062,Customer06062,26,Bengaluru,en,19,77523.37,medium,active,app,True,home,none
C06063,Customer06063,52,Hyderabad,hi,21,126315.1,low,dormant,app,True,personal,app_crash
C06064,Customer06064,41,Chennai,hi,1,22724.76,high,dormant,sms,False,none,none
C06065,Customer06065,48,Hyderabad,te,25,177806.26,high,winback,email,True,none,none
C06066,Customer06066,42,Hyderabad,en,1,88976.35,low,active,app,False,none,none
C06067,Customer06067,51,Hyderabad,en,9,47317.47,low,active,app,True,personal,none
C06068,Customer06068,53,Delhi,bn,59,1163.08,medium,active,email,True,none,none
C06069,Customer06069,31,Hyderabad,ta,10,111560.85,low,active,app,True,none,none
C06070,Customer06070,28,Visakhapatnam,en,5,46875.49,low,active,email,False,none,txn_decline
C06071,Customer06071,40,Hyderabad,en,24,119090.91,high,active,sms,True,SME,none
C06072,Customer06072,42,Hyderabad,hi,48,24173.16,medium,active,email,False,auto,txn_decline
C06073,Customer06073,46,Hyderabad,en,44,52957.85,low,active,email,False,none,none
C06074,Customer06074,47,Pune,en,2,104551.9,low,active,app,False,none,none
C06075,Customer06075,35,Pune,hi,1,42039.09,low,active,sms,True,home,none
C06076,Customer06076,23,Ahmedabad,en,16,81712.71,low,active,email,False,none,none
C06077,Customer06077,38,Hyderabad,en,2,53812.28,low,active,app,False,none,none
C06078,Customer06078,49,Ahmedabad,en,5,131219.04,high,active,email,False,none,none
C06079,Customer06079,35,Ahmedabad,en,16,60274.64,low,dormant,email,False,none,none
C06080,Customer06080,31,Chennai,en,10,78945.09,low,winback,email,False,none,none
C06081,Customer06081,42,Mumbai,en,1,13812.79,low,active,email,False,none,none
C06082,Customer06082,27,Mumbai,en,10,89497.83,medium,active,email,False,SME,none
C06083,Customer06083,62,Pune,hi,26,18333.69,low,dormant,app,False,none,none
C06084,Customer06084,18,Delhi,en,53,94089.88,low,active,app,True,none,none
C06085,Customer06085,37,Delhi,en,35,43.57,low,dormant,app,False,none,app_crash
C06086,Customer06086,39,Pune,mr,41,30877.03,low,winback,sms,True,personal,none
C06087,Customer06087,32,Mumbai,en,6,12530.49,low,active,sms,True,personal,none
C06088,Customer06088,39,Chennai,te,8,68613.11,medium,active,email,False,none,none
C06089,Customer06089,39,Mumbai,te,8,62899.07,medium,onboarding,email,False,none,none
C06090,Customer06090,25,Ahmedabad,en,85,20463.42,low,active,app,True,none,none
C06091,Customer06091,47,Hyderabad,en,10,52522.34,medium,active,email,True,none,none
C06092,Customer06092,50,Delhi,en,33,12630.42,low,active,email,False,none,none
C06093,Customer06093,35,Hyderabad,en,15,86872.83,medium,active,app,True,home,none
C06094,Customer06094,41,Ahmedabad,te,11,77843.88,medium,active,app,True,none,none
C06095,Customer06095,31,Hyderabad,en,8,87768.59,medium,dormant,email,True,none,none
C06096,Customer06096,18,Hyderabad,te,17,25716.98,medium,active,app,True,none,none
C06097,Customer06097,18,Pune,en,4,81639.8,medium,active,app,False,home,none
C06098,Customer06098,32,Chennai,hi,16,133911.93,medium,active,email,True,none,none
C06099,Customer06099,45,Ahmedabad,en,29,64983.53,medium,dormant,app,False,none,txn_decline
